key,value,definition
seamark:type,building,marca de mar:tipus	=	edifici
seamark:type,marine_farm,marca de mar:tipus	=	granja_marina
seamark:type,crane,marca de mar:tipus	=	grua
seamark:type,small_craft_facility,marca de mar:tipus	=	instal·lacions_de_petites_artesanias
seamark:type,navigation_line,marca de mar:tipus	=	línia_navegació
seamark:type,light_major,marca de mar:tipus	=	llum_major
seamark:type,wreck,marca de mar:tipus	=	naufragi
seamark:type,obstruction,marca de mar:tipus	=	obstrucció
seamark:type,pipeline_submarine,marca de mar:tipus	=	oleoducte_submarí
seamark:type,platform,marca de mar:tipus	=	plataforma
seamark:type,landmark,marca de mar:tipus	=	punt de referència
seamark:type,signal_station_warning,marca de mar:tipus	=	senyal_estació_advertència
seamark:type,signal_station_traffic,marca de mar:tipus	=	senyal_estació_tràfic
seamark:conspicuity,conspicious,marca: visibilitat	=	conspicu
seamark:conspicuity,conspicuous,marca: visibilitat	=	conspicu
brand:wikipedia,en:7-Eleven,marca: wikipedia	=	és:7-Eleven
seamark:mooring:category,automatic,marca:amarre:categoria	=	automàtic
seamark:mooring:category,buoy,marca:amarre:categoria	=	boia
seamark:mooring:category,chain,marca:amarre:categoria	=	cadena
seamark:mooring:category,shore_rope,marca:amarre:categoria	=	corda de riba
seamark:mooring:category,post,marca:amarre:categoria	=	correu
seamark:mooring:category,deviation_dolphin,marca:amarre:categoria	=	desviació dofí
seamark:mooring:category,dolphin,marca:amarre:categoria	=	dofí
seamark:mooring:category,bollard,marca:amarre:categoria	=	noray
seamark:mooring:category,wall,marca:amarre:categoria	=	paret
seamark:mooring:category,pile,marca:amarre:categoria	=	pila
seamark:sea_area:category,shoal,marca:àrea del mar:categoria	=	banc
seamark:sea_area:category,narrows,marca:àrea del mar:categoria	=	s'estreny
seamark:notice:category,speed_limit,marca:avís:categoria	=	Límit de velocitat
seamark:notice:category,limited_headroom,marca:avís:categoria	=	marge limitat
seamark:notice:category,no_entry,marca:avís:categoria	=	No hi ha entrada
seamark:notice:category,no_anchoring,marca:avís:categoria	=	sense ancoratge
seamark:notice:category,no_berthing,marca:avís:categoria	=	sense atracament
seamark:notice:category,ferry_independent,marca:avís:categoria	=	transbordador independent
seamark:notice:category,ferry_non_independent,marca:avís:categoria	=	transbordador no independent
seamark:beacon_lateral:category,channel_right,marca:balisa lateral:categoria	=	canal dret
seamark:beacon_lateral:category,waterway_right,marca:balisa lateral:categoria	=	canal dret
seamark:beacon_lateral:category,channel_left,marca:balisa lateral:categoria	=	canal esquerre
seamark:beacon_lateral:category,waterway_left,marca:balisa lateral:categoria	=	canal esquerre
seamark:beacon_lateral:category,preferred_channel_starboard,marca:balisa lateral:categoria	=	canal preferit estribor
seamark:beacon_lateral:category,crossover_left,marca:balisa lateral:categoria	=	creuat a l'esquerra
seamark:beacon_lateral:category,harbour_right,marca:balisa lateral:categoria	=	dret del port
seamark:beacon_lateral:category,crossover_right,marca:balisa lateral:categoria	=	encreuament dret
seamark:beacon_lateral:category,starboard,marca:balisa lateral:categoria	=	estribor
seamark:beacon_lateral:category,channel_right_bank,marca:balisa lateral:categoria	=	marge dret del canal
seamark:beacon_lateral:category,channel_left_bank,marca:balisa lateral:categoria	=	marge esquerre del canal
seamark:beacon_lateral:category,danger_left,marca:balisa lateral:categoria	=	perill deixat
seamark:beacon_lateral:category,danger_right,marca:balisa lateral:categoria	=	perill dret
seamark:beacon_lateral:category,port,marca:balisa lateral:categoria	=	Port
seamark:beacon_lateral:category,harbour_left,marca:balisa lateral:categoria	=	port a l'esquerra
seamark:beacon_lateral:category,preferred_channel_port,marca:balisa lateral:categoria	=	port de canal preferit
seamark:beacon_lateral:colour,green,marca:balisa lateral:color	=	verd
seamark:beacon_lateral:colour,green;white;green;white,marca:balisa lateral:color	=	verd;blanc;verd;blanc
seamark:beacon_lateral:colour,green;red;green,marca:balisa lateral:color	=	verd;vermell;verd
seamark:beacon_lateral:colour,red,marca:balisa lateral:color	=	vermell
seamark:beacon_lateral:colour,red;white;red;white,marca:balisa lateral:color	=	vermell;blanc;vermell;blanc
seamark:beacon_lateral:colour,red;green;red,marca:balisa lateral:color	=	vermell;verd;vermell
seamark:beacon_lateral:colour,red;green;red;green,marca:balisa lateral:color	=	vermell;verd;vermell;verd
seamark:beacon_lateral:shape,withy,marca:balisa lateral:forma	=	amb
seamark:beacon_lateral:shape,perch,marca:balisa lateral:forma	=	perca
seamark:beacon_lateral:shape,pile,marca:balisa lateral:forma	=	pila
seamark:beacon_lateral:shape,pole,marca:balisa lateral:forma	=	pol
seamark:beacon_lateral:shape,tower,marca:balisa lateral:forma	=	torre
seamark:buoy_safe_water:colour,red;white,marca:boia aigua segura:color	=	vermell blanc
seamark:buoy_safe_water:shape,conical,marca:boia aigua segura:forma	=	cònic
seamark:buoy_safe_water:shape,spherical,marca:boia aigua segura:forma	=	esfèric
seamark:buoy_safe_water:shape,spar,marca:boia aigua segura:forma	=	espat
seamark:buoy_safe_water:shape,pillar,marca:boia aigua segura:forma	=	pilar
seamark:buoy_safe_water:shape,can,marca:boia aigua segura:forma	=	pot
seamark:buoy_isolated_danger:colour,black;red;black,"marca:boia aïllat perill:color	=	negre, vermell, negre"
seamark:buoy_isolated_danger:shape,conical,marca:boia aïllat perill:forma	=	cònic
seamark:buoy_isolated_danger:shape,spherical,marca:boia aïllat perill:forma	=	esfèric
seamark:buoy_isolated_danger:shape,spar,marca:boia aïllat perill:forma	=	espat
seamark:buoy_isolated_danger:shape,pillar,marca:boia aïllat perill:forma	=	pilar
seamark:buoy_isolated_danger:shape,can,marca:boia aïllat perill:forma	=	pot
seamark:buoy_cardinal:category,east,marca:boia cardenal:categoria	=	aquest
seamark:buoy_cardinal:category,north,marca:boia cardenal:categoria	=	nord
seamark:buoy_cardinal:category,west,marca:boia cardenal:categoria	=	Oest
seamark:buoy_cardinal:category,south,marca:boia cardenal:categoria	=	sud
seamark:buoy_cardinal:colour,black;yellow,marca:boia cardenal:color	=	groc negre
seamark:buoy_cardinal:colour,yellow;black,marca:boia cardenal:color	=	groc; negre
seamark:buoy_cardinal:colour,yellow;black;yellow,marca:boia cardenal:color	=	groc;negre;groc
seamark:buoy_cardinal:colour,black;yellow;black,marca:boia cardenal:color	=	negre;groc;negre
seamark:buoy_lateral:category,channel_right,marca:boia lateral:categoria	=	canal dret
seamark:buoy_lateral:category,waterway_right,marca:boia lateral:categoria	=	canal dret
seamark:buoy_lateral:category,channel_left,marca:boia lateral:categoria	=	canal esquerre
seamark:buoy_lateral:category,waterway_left,marca:boia lateral:categoria	=	canal esquerre
seamark:buoy_lateral:category,preferred_channel_starboard,marca:boia lateral:categoria	=	canal preferit estribor
seamark:buoy_lateral:category,turnoff_left,marca:boia lateral:categoria	=	desviament a l'esquerra
seamark:buoy_lateral:category,turnoff_right,marca:boia lateral:categoria	=	desviament a la dreta
seamark:buoy_lateral:category,bridge_pier,marca:boia lateral:categoria	=	moll del pont
seamark:buoy_lateral:category,danger_left,marca:boia lateral:categoria	=	perill deixat
seamark:buoy_lateral:category,danger_right,marca:boia lateral:categoria	=	perill dret
seamark:buoy_lateral:category,preferred_channel_port,marca:boia lateral:categoria	=	port de canal preferit
seamark:buoy_lateral:category,channel_separation,marca:boia lateral:categoria	=	separació de canals
seamark:buoy_lateral:category,waterway_separation,marca:boia lateral:categoria	=	separació de vies fluvials
seamark:buoy_lateral:colour,green;white;green;white,marca:boia lateral:color	=	verd;blanc;verd;blanc
seamark:buoy_lateral:colour,green;red;green,marca:boia lateral:color	=	verd;vermell;verd
seamark:buoy_lateral:colour,red;white;red;white,marca:boia lateral:color	=	vermell;blanc;vermell;blanc
seamark:buoy_lateral:colour,red;green;red,marca:boia lateral:color	=	vermell;verd;vermell
seamark:buoy_lateral:colour,red;green;red;green,marca:boia lateral:color	=	vermell;verd;vermell;verd
seamark:buoy_lateral:shape,conical,marca:boia lateral:forma	=	cònic
seamark:buoy_lateral:shape,spherical,marca:boia lateral:forma	=	esfèric
seamark:buoy_lateral:shape,pillar,marca:boia lateral:forma	=	pilar
seamark:buoy_lateral:shape,can,marca:boia lateral:forma	=	pot
seamark:buoy_lateral:reflectivity,reflector,marca:boia lateral:reflectivitat	=	reflector
seamark:buoy_lateral:shape,spar,marca:boia_lateral:forma	=	espat
brand:en,FamilyMart,marca:ca	=	Família Mart
seamark:building:function,harbour_master,marca:edifici:funció	=	capità de Port
brand:en,7-Eleven,marca:en (en anglès) = *
brand:ja,セブン-イレブン,marca:ja (en japonès)= *
seamark:light:colour,amber,marca:llum:color	=	ambre
seamark:light:colour,white,marca:llum:color	=	blanc
seamark:light:colour,blue,marca:llum:color	=	blau
seamark:light:colour,yellow,marca:llum:color	=	groc
seamark:light:colour,orange,marca:llum:color	=	taronja
seamark:light:colour,green,marca:llum:color	=	verd
seamark:light:colour,red,marca:llum:color	=	vermell
seamark:light:colour,violet,marca:llum:color	=	Violeta
seamark:light:exhibition,fog,marca:llum:exposició	=	boira
seamark:light:exhibition,day,marca:llum:exposició	=	dia
seamark:light:exhibition,on_demand,marca:llum:exposició	=	Sota demanda
seamark:light:character,Al.Fl,marca:llum:personatge	=	Al.Fl
seamark:light:character,Al.Iso,marca:llum:personatge	=	al.iso
seamark:light:character,Al.LFl,marca:llum:personatge	=	Al.LFl
seamark:light:character,Al.Oc,marca:llum:personatge	=	Al.Oc
seamark:light:character,Al,marca:llum:personatge	=	Alabama
seamark:light:character,Oc,marca:llum:personatge	=	Cap
seamark:light:character,IQ,marca:llum:personatge	=	CI
seamark:light:character,IUQ,marca:llum:personatge	=	CIU
seamark:light:character,F,marca:llum:personatge	=	F
seamark:light:character,FFl,marca:llum:personatge	=	FFl
seamark:light:character,Fl,marca:llum:personatge	=	Florida
seamark:light:character,IVQ,marca:llum:personatge	=	IVQ
seamark:light:character,Iso,marca:llum:personatge	=	Jo així
seamark:light:character,LFl,marca:llum:personatge	=	LFl
seamark:light:character,Mo,marca:llum:personatge	=	Mes
seamark:light:character,OcFl,marca:llum:personatge	=	OcFl
seamark:light:character,Q,marca:llum:personatge	=	q
seamark:light:character,Q+LFl,marca:llum:personatge	=	Q+LFl
seamark:light:character,UQ,marca:llum:personatge	=	UQ
seamark:light:character,VQ,marca:llum:personatge	=	VQ
seamark:light:character,VQ+LFl,marca:llum:personatge	=	VQ+LFl
seamark:light:visibility,intensified,marca:llum:visibilitat	=	intensificat
seamark:light:visibility,unintensified,marca:llum:visibilitat	=	no intensificat
seamark:light:visibility,part_obscured,marca:llum:visibilitat	=	part enfosquida
seamark:wreck:category,hull_showing,marca:naufragi:categoria	=	mostrant el casc
seamark:wreck:category,non-dangerous,marca:naufragi:categoria	=	no perillós
seamark:wreck:category,dangerous,marca:naufragi:categoria	=	perillós
seamark:obstruction:category,boom,marca:obstrucció:categoria	=	auge
seamark:harbour:category,fishing,marca:port:categoria	=	pescar
seamark:harbour:category,marina,marca:port:categoria	=	port petit
seamark:landmark:category,spire,marca:punt de referència:categoria	=	agulla
seamark:landmark:category,dish_aerial,marca:punt de referència:categoria	=	antena parabòlica
seamark:landmark:category,flagstaff,marca:punt de referència:categoria	=	banya de bandera
seamark:landmark:category,cemetery,marca:punt de referència:categoria	=	cementiri
seamark:landmark:category,column,marca:punt de referència:categoria	=	columna
seamark:landmark:category,cross,marca:punt de referència:categoria	=	creuar
seamark:landmark:category,radar_scanner,marca:punt de referència:categoria	=	escàner de radar
seamark:landmark:category,statue,marca:punt de referència:categoria	=	estàtua
seamark:landmark:category,dome,marca:punt de referència:categoria	=	Fes-me
seamark:landmark:category,cairn,marca:punt de referència:categoria	=	fita
seamark:landmark:category,windsock,marca:punt de referència:categoria	=	màniga de vent
seamark:landmark:category,minaret,marca:punt de referència:categoria	=	minar
seamark:landmark:category,windmill,marca:punt de referència:categoria	=	molí
seamark:landmark:category,memorial,marca:punt de referència:categoria	=	monument
seamark:landmark:category,monument,marca:punt de referència:categoria	=	Monument
seamark:landmark:category,windmotor,marca:punt de referència:categoria	=	motor de vent
seamark:landmark:category,obelisk,marca:punt de referència:categoria	=	obelisc
seamark:landmark:category,mast,marca:punt de referència:categoria	=	pal
seamark:landmark:category,tower,marca:punt de referència:categoria	=	torre
seamark:landmark:category,flare_stack,marca:punt de referència:categoria	=	Torxa
seamark:landmark:category,chimney,marca:punt de referència:categoria	=	Xemeneia
seamark:landmark:conspicuity,conspicuous,marca:punt de referència:conficitat	=	conspicu
seamark:landmark:function,chapel,marca:punt de referència:funció	=	capella
seamark:landmark:function,church,marca:punt de referència:funció	=	església
seamark:landmark:function,mosque,marca:punt de referència:funció	=	mesquita
seamark:landmark:function,marabout,marca:punt de referència:funció	=	morabit
seamark:landmark:function,pagoda,marca:punt de referència:funció	=	pagoda
seamark:landmark:function,shinto_shrine,marca:punt de referència:funció	=	Santuari sintoista
seamark:landmark:function,tempel,marca:punt de referència:funció	=	temple
seamark:landmark:function,temple,marca:punt de referència:funció	=	temple
seamark:landmark:function,buddhist_temple,marca:punt de referència:funció	=	temple budista
seamark:rock:water_level,*,marca:roca:nivell d'aigua	=	*
brand,*,marca= *
brand,Bonpreu,marca=Bonpreu
marker,aerial,marcador	=	aeri
marker,post,marcador	=	correu
marker,paddle,marcador	=	paleta
marker,pedestal,marcador	=	pedestal
marker,stone,marcador	=	pedra
marker,plate,marcador	=	placa
marker,ground,marcador	=	terrestre
lane_markings,no,marques_de_carril	=	no
massage,thai,massatge	=	tailandès
material,steel,material	=	acer
material,aluminium,material	=	alumini
material,andesite,material	=	andeseta
material,bronze,material	=	bronze
material,limestone,material	=	calcària
material,composite,material	=	compost
material,plastic,material	=	el plàstic
material,epoxy,material	=	epoxy
material,concrete,material	=	formigó
material,reinforced_concrete,material	=	formigó reforçat
material,wood,material	=	fusta
material,wood;metal,material	=	fusta;metall
material,granite,material	=	granit
material,sandstone,material	=	gres
material,paving_stones,material	=	llambordes
material,brass,material	=	llautó
material,light,material	=	lleuger
material,brick,material	=	maó
material,marble,material	=	marbre
material,metal,material	=	metall
material,metal;wood,material	=	metall;fusta
material,masonry,material	=	paleta
material,stone,material	=	pedra
material,granite_stone,material	=	Pedra de granit
material,dry_stone,material	=	pedra seca
material,iron,material	=	planxar
material,rock,material	=	roca
material,sand,material	=	sorra
material,earth,material	=	terra
material,soil,material	=	terra
material,adobe,material	=	tova
material,glass,material	=	vidre
building:material,wattle_and_daub,material de construcció	=	acàcies i fang
building:material,steel,material de construcció	=	acer
building:material,clay,material de construcció	=	argila
building:material,mixed,material de construcció	=	barrejat
building:material,cement_block,material de construcció	=	bloc de ciment
building:material,ciment_block,material de construcció	=	ciment_block
building:material,copper,material de construcció	=	coure
building:material,hard,material de construcció	=	difícil
building:material,plastic,material de construcció	=	el plàstic
building:material,plastering_inner_wall_only,material de construcció	=	enguixat_paret_interior_solament
building:material,tin,material de construcció	=	estany
building:material,timber_framing,material de construcció	=	estructura_de_fusta
building:material,mud,material de construcció	=	fang
building:material,mud;wood,material de construcció	=	fang;fusta
building:material,concrete,material de construcció	=	formigó
building:material,reinforced_concrete,material de construcció	=	formigó reforçat
building:material,concrete_reinforced,material de construcció	=	formigó_reforçat
building:material,concrete;brick,material de construcció	=	formigó; maó
building:material,CI␣sheet,material de construcció	=	full CI_
building:material,wood,material de construcció	=	fusta
building:material,sandstone,material de construcció	=	gres
building:material,plaster,material de construcció	=	guix
building:material,reed,material de construcció	=	Jonc
building:material,light,material de construcció	=	llum
building:material,brick,material de construcció	=	maó
building:material,marble,material de construcció	=	marbre
building:material,metal,material de construcció	=	metall
building:material,metal;wood,material de construcció	=	metall;fusta
building:material,mirror,material de construcció	=	mirall
building:material,masonry,material de construcció	=	paleta
building:material,stone,material de construcció	=	pedra
building:material,permanent,material de construcció	=	permanent
building:material,metal_plates,material de construcció	=	Plats de metall
building:material,semi-permanent,material de construcció	=	semi-permanent
building:material,silicate␣brick,material de construcció	=	silicat_maó
building:material,earth,material de construcció	=	terra
building:material,roof_tiles,material de construcció	=	teules
building:material,traditional,material de construcció	=	tradicional
building:material,other,material de construcció	=	un altre
building:material,concrete␣masonry␣unit,material de construcció	=	unitat_de_mamposteria_de_formigó
building:material,glass,material de construcció	=	vidre
building:material,block,material de construcció = blocs
building:material,plastered,material de construcció = enguixat
building:material,iron_sheet,material de construcció = fulla de ferro
building:material,concrete masonry unit,material de construcció=blocs de formigó
hazmat,designated,materials perillosos	=	designat
hazmat,no,materials perillosos	=	no
hazmat:water,permissive,materials perillosos: aigua	=	permissiu
maxaxleload,11.5,maxaxleload	=	*
maxspeed,1,màxima velocitat	=	*
maxspeed,UA:urban,màxima velocitat	=	AU:urbà
maxspeed,BG:urban,màxima velocitat	=	BG:urbà
maxspeed,walk,màxima velocitat	=	caminar
maxspeed,none,màxima velocitat	=	cap
maxspeed,CZ:urban,màxima velocitat	=	CZ:urbà
maxspeed,DE:rural,màxima velocitat	=	DE:rural
maxspeed,AT:rural,màxima velocitat	=	EN:rural
maxspeed,AT:urban,màxima velocitat	=	EN:urbà
maxspeed,ES:rural,màxima velocitat	=	ÉS: rural
maxspeed,DE:urban,màxima velocitat	=	ÉS:urbà
maxspeed,ES:urban,màxima velocitat	=	ÉS:urbà
maxspeed,GR:urban,màxima velocitat	=	GR:urbà
maxspeed,implicit,màxima velocitat	=	implícit
maxspeed,no,màxima velocitat	=	no
maxspeed,BY:urban,màxima velocitat	=	PER:urbà
maxspeed,RO:trunk,màxima velocitat	=	RO: tronc
maxspeed,RO:rural,màxima velocitat	=	RO:rural
maxspeed,RO:urban,màxima velocitat	=	RO:urbà
maxspeed,RU:motorway,màxima velocitat	=	RU: autopista
maxspeed,RU:living_street,màxima velocitat	=	RU: carrer_habitatge
maxspeed,RU:rural,màxima velocitat	=	RU:rural
maxspeed,RU:urban,màxima velocitat	=	RU:urbà
maxspeed,signals,màxima velocitat	=	senyals
maxspeed,IT:rural,màxima velocitat	=	TI:rural
maxspeed,IT:urban,màxima velocitat	=	TI:urbà
maxspeed,UA:rural,màxima velocitat	=	UA:rural
maxspeed:bus,70,maxspeed:cap enrere	=	*
maxspeed:forward,50,maxspeed:cap enrere	=	*
maxspeed:forward,90,maxspeed:cap enrere	=	*
maxspeed:forward,100,maxspeed:cap enrere	=	*
maxspeed:hgv:conditional,90␣@␣(weight<,maxspeed:hgv:condicional	=	*
maxspeed:hgv:conditional,90␣@␣(weight>,maxspeed:hgv:condicional	=	*
maxspeed:psv:conditional,90␣@␣(weight>,maxspeed:psv:condicional	=	*
pump_mechanism,screw,mecanisme de bomba	=	cargol
pump_mechanism,progressive_cavity,mecanisme de bomba	=	cavitat progressiva
pump_mechanism,centrifugal,mecanisme de bomba	=	centrífug
pump_mechanism,rope,mecanisme de bomba	=	corda
pump_mechanism,diaphragm,mecanisme de bomba	=	diafragma
pump_mechanism,gear,mecanisme de bomba	=	engranatge
pump_mechanism,axial_flow,mecanisme de bomba	=	Flux axial
pump_mechanism,rotary_vane,mecanisme de bomba	=	paleta rotativa
pump_mechanism,peristaltic,mecanisme de bomba	=	peristàltic
pump_mechanism,piston,mecanisme de bomba	=	pistó
pump_mechanism,pulser,mecanisme de bomba	=	polsador
pump_mechanism,eductor_jet,mecanisme de bomba	=	raig eductor
pump_mechanism,ram,mecanisme de bomba	=	RAM
memorial:type,statue,memorial: tipus	=	estàtua
memorial:type,stele,memorial: tipus	=	estela
memorial:type,obelisk,memorial: tipus	=	obelisc
memorial:type,plaque,memorial: tipus	=	placa
memorial:type,plate,memorial: tipus	=	placa
memorial:type,stolperstein,memorial: tipus	=	stolperstein
fast_food,cafeteria,menjar ràpid	=	cafeteria
gauge,1067,mesurar	=	*
gauge,1520,mesurar	=	*
gauge,1524,mesurar	=	*
gauge,1600,mesurar	=	*
gauge,1668,mesurar	=	*
gauge,1676,mesurar	=	*
GeoBaseNHN:VALDATE,1990,mesurar	=	*
lbcs:function:code,1101,mesurar	=	*
metcouncil:dfz,N,metcouncil:dfz	=	nord
metcouncil:site_hfn,N,metcouncil:lloc_hfn	=	nord
order,0,metcouncil:sun_trips	=	*
medical,aed,metge	=	aed
cooling:method,air_cooling,mètode de refredament	=	aire condicionat
cooling:method,dry_cooling,mètode de refredament	=	refrigeració en sec
cooling:method,mechanical_draft,mètode de refredament	=	tir mecànic
military,range,militar	=	abast
military,academy,militar	=	acadèmia
military,airfield,militar	=	aeròdrom
military,training_area,militar	=	àrea d'entrenament
military,base,militar	=	base
military,naval_base,militar	=	base naval
military,bunker,militar	=	búnquer
military,barracks,militar	=	caserna
military,checkpoint,militar	=	control
military,bombcrater,militar	=	cràter de bombes
military,depot,militar	=	dipòsit
military,school,militar	=	escola
military,nuclear_explosion_site,militar	=	lloc_explosió_nuclear
military,missile,militar	=	míssil
military,ammunition,militar	=	munició
military,office,militar	=	oficina
military,danger_area,militar	=	perill_àrea
military,obstacle_course,militar	=	pista d'obstacles
military,launchpad,militar	=	plataforma de llançament
military,trench,militar	=	rasa
military,exclusion_zone,militar	=	Zona d'exclusió
message,commercial,missatge	=	comercial
message,funding,missatge	=	fons
median,no,mitjana	=	no
source:addr:version,2016-04-01,mml:classe	=	*
mofa,designated,mofa	=	designat
mofa,no,mofa	=	no
mofa,use_sidepath,mofa	=	use_sidepath
dock,tidal,moll	=	de marea
dock,drydock,moll	=	dic sec
dock,floating,moll	=	flotant
display,analog,monitor	=	cosa anàloga
memorial,ghost_bike,monument	=	bicicleta fantasma
memorial,bust,monument	=	bust
memorial,cenotaph,monument	=	cenotafi
memorial,cross,monument	=	creuar
memorial,sculpture,monument	=	escultura
memorial,statue,monument	=	estàtua
memorial,stele,monument	=	estela
memorial,khachkar,monument	=	jachkar
memorial,storm_surge_post,monument	=	lloc de maror ciclònic
memorial,flood_mark,monument	=	marca d'inundació
memorial,war_memorial,monument	=	memorial_de_la_guerra
memorial,memorial,monument	=	monument
memorial,obelisk,monument	=	obelisc
memorial,stone,monument	=	pedra
memorial,plaque,monument	=	placa
memorial,blue_plaque,monument	=	placa_blau
memorial,stolperstein,monument	=	stolperstein
memorial,bench,monument	=	taula de treball
memorial,vehicle,monument	=	vehicle
motorcycle,agricultural,motocicleta	=	agrícola
motorcycle,designated,motocicleta	=	designat
motorcycle,destination,motocicleta	=	destinació
motorcycle,no,motocicleta	=	no
motorcycle:type,*,motocicleta: tipus	=	*
motorcycle:type,sportbike,motocicleta: tipus	=	Bicicleta esportiva
motorcycle:type,electric,motocicleta: tipus	=	elèctric
motorcycle:type,scooter,motocicleta: tipus	=	scooter
motorcycle:clothes,*,motocicleta:roba	=	*
snowmobile,designated,motoneu	=	designat
snowmobile,no,motoneu	=	no
motorboat,no,motora	=	no
mtb:type,crosscountry,mtb: tipus	=	a camp entremaliada
mtb:type,downhill,mtb: tipus	=	costa avall
mtb:type,allmountain,mtb: tipus	=	Tota muntanya
par,4,mtb:escala:costa amunt	=	*
roller_coaster,station,muntanya russa	=	oficina de Registre
roller_coaster,track,muntanya russa	=	pista
roller_coaster,support,muntanya russa	=	suport
lamp_mount,bent␣mast,muntatge_de_lampada	=	màstil doblegat
lamp_mount,angled_mast,muntatge_de_lampada	=	mastil_angulat
lamp_mount,cast␣steel␣mast,muntatge_de_lampada	=	Màstil_d'acer_fós
lamp_mount,bent_mast,muntatge_de_lampada	=	mastil_doblat
lamp_mount,mast,muntatge_de_lampada	=	pal
lamp_mount,high_mast,muntatge_de_lampada	=	pal alt
lamp_mount,straight_mast,muntatge_de_lampada	=	pal_recte
lamp_mount,wall,muntatge_de_lampada	=	paret
lamp_mount,pole,muntatge_de_lampada	=	pol
lamp_mount,suspended,muntatge_de_lampada	=	suspès
retaining_wall,flood_wall,mur de contenció	=	mur d'inundació
handrail,no,mural	=	no
museum,aerospace,museu	=	aeroespacial
museum,agriculture,museu	=	agricultura
museum,open_air,museu	=	aire lliure
museum,archaeological,museu	=	arqueològic
museum,art,museu	=	Art
museum,aviation,museu	=	aviació
museum,railway,museu	=	ferrocarril
museum,history,museu	=	història
museum,living_history,museu	=	història viva
museum,local,museu	=	local
museum,military,museu	=	militar
museum,nature,museu	=	naturalesa
museum,children,museu	=	nens
museum,technology,museu	=	tecnologia
museum,transport,museu	=	transport
naptan:Status,*,naftan:Estat	=	*
naptan:Status,ACT,naftan:Estat	=	ACTUAR
naptan:StopAreaType,GPBS,naftan:StopAreaType	=	GPBS
naptan:StopType,BCT,naftan:StopType	=	BCT
naptan:Indicator,adj,naptà: Indicador	=	adj.
naptan:Indicator,opp,naptà: Indicador	=	oportunitat
naptan:Bearing,W,naptà: Tenint	=	W
naptan:PlusbusZoneRef,BHAMNWS,naptà:PlusbusZoneRef	=	BHAMNWS
naptan:PlusbusZoneRef,LEEDS,naptà:PlusbusZoneRef	=	LEEDS
naptan:PlusbusZoneRef,MNCRPIC,naptà:PlusbusZoneRef	=	MNCRPIC
naptan:verified,no,naptan: verificat	=	no
naptan:BusStopType,CUS,naptan:BusStopType	=	EE.UU.
naptan:BusStopType,MKD,naptan:BusStopType	=	MKD
natural,couloir,natural	=	abisme
natural,wetland,natural	=	aiguamoll
natural,plateau,natural	=	altiplà
natural,tree_group,natural	=	arbre_grup
natural,"tree/List_of_Genus,_Leaf_cycle,_Leaf_type","natural	=	arbre/Llista de Gènere, Cicle de la fulla, Tipus de fulla"
natural,tree/Archived_proposal,natural	=	arbre/proposta arxivada
natural,shrub,natural	=	arbust
natural,shrubbery,natural	=	arbustos
natural,arch,natural	=	arc
natural,geothermal_area,natural	=	àrea geotèrmica
natural,arete,natural	=	areté
natural,atoll,natural	=	atol
natural,bay,natural	=	badia
natural,shoal,natural	=	banc
natural,earth_bank,natural	=	banc_terra
natural,bedrock,natural	=	base
natural,heath,natural	=	bruc
natural,blowhole,natural	=	bufada
natural,caldera,natural	=	caldera
natural,geothermal_field,natural	=	camp geotèrmic
natural,cape,natural	=	capa
natural,peak,natural	=	cim
natural,shingle,natural	=	còdols
natural,col,natural	=	columna
natural,cave,natural	=	cova
natural,cave_entrance,natural	=	cova_entrada
natural,crater,natural	=	cràter
natural,meteor_crater,natural	=	cràter de meteorit
natural,ridge,natural	=	cresta
natural,tidal,natural	=	de marea
natural,desert,natural	=	Desert
natural,dune,natural	=	duna
natural,sinkhole,natural	=	embornal
natural,reef,natural	=	escull
natural,esker,natural	=	esquer
natural,crevasse,natural	=	esquerda
natural,strait,natural	=	estret
natural,gully,natural	=	fallta
natural,mud,natural	=	fang
natural,tree_row,natural	=	filera_d'arbres
natural,fjord,natural	=	fiord
natural,landform,natural	=	forma de relleu
natural,anthill,natural	=	formiguer
natural,fumarole,natural	=	fumarola
natural,geothermal,natural	=	geotèrmia
natural,glacier,natural	=	glacera
natural,gorge,natural	=	gola
natural,geyser,natural	=	guèiser
natural,grass,natural	=	herba
natural,human,natural	=	humà
natural,islet,natural	=	illot
natural,isthmus,natural	=	istme
natural,lava,natural	=	lava
natural,liana,natural	=	liana
natural,coastline,natural	=	línia costanera
natural,lake,natural	=	llac
natural,riverbed,natural	=	llera
natural,landslide,natural	=	lliscament de terra
natural,palaeontological_site,natural	=	lloc paleontològic
natural,scrub,natural	=	mala herba
natural,moss,natural	=	molsa
natural,hummock,natural	=	monticle
natural,termite_mound,natural	=	monticle de tèrmits
natural,moraine,natural	=	morena
natural,butte,natural	=	mota
natural,naled,natural	=	naled
natural,birds_nest,natural	=	niu de Ocell
natural,cloud,natural	=	núvol
natural,marsh,natural	=	pantà
natural,moor,natural	=	Param
natural,scree,natural	=	pedra
natural,stone,natural	=	pedra
natural,slope,natural	=	Pendent
natural,peninsula,natural	=	península
natural,cliff,natural	=	penya-segat
natural,cliff/Archive/Proposal,natural	=	penya-segat/Arxiu/Proposta
natural,plant,natural	=	planta
natural,beach,natural	=	platja
natural,meadow,natural	=	prat
