key,value,definition
leisure,golf_course,ocio	=	campo_de_golf
leisure,hackerspace,tiempo libre	=	espacio hacker
leisure,horse_riding,ocio	=	equitación (hípica)
leisure,hot_spring,tiempo libre	=	primavera calurosa
leisure,hot_tub,tiempo libre	=	Bañera de hidromasaje
leisure,ice_rink,tiempo libre	=	Pista de hielo
leisure,indoor_play,tiempo libre	=	juego de interior
leisure,landscape_reserve,tiempo libre	=	reserva paisajística
leisure,marina,ocio	=	puerto pequeño
leisure,maze,tiempo libre	=	laberinto
leisure,miniature_golf,tiempo libre	=	mini golf
leisure,music_venue,tiempo libre	=	lugar de música
leisure,nature_reserve,ocio	=	reserva natural
leisure,outdoor_seating,ocio	=	asientos al aire libre
leisure,paddling_pool,tiempo libre	=	piscina infantil
leisure,park,ocio	=	parque
leisure,parklet,tiempo libre	=	parklet
leisure,picnic,tiempo libre	=	picnic
leisure,picnic_site,tiempo libre	=	sitio de picnic
leisure,picnic_table,ocio	=	mesa de picnic
leisure,pitch,ocio	=	tono
leisure,playground,ocio	=	patio de juegos
leisure,practice_pitch,tiempo libre	=	campo de práctica
leisure,recreation_centre,tiempo libre	=	centro de recreación
leisure,recreation_ground,ocio	=	recreo_tierra
leisure,Red_Light_District,tiempo libre	=	Barrio rojo
leisure,resort,ocio	=	complejo
leisure,sailing_club,tiempo libre	=	Club Náutico
leisure,sauna,ocio	=	sauna
leisure,schoolyard,tiempo libre	=	patio
leisure,shooting_ground,tiempo libre	=	campo de tiro
leisure,ski_playground,tiempo libre	=	parque de esquí
leisure,slipway,ocio	=	grada
leisure,soccer_golf,tiempo libre	=	golf de futbol
leisure,social_club,tiempo libre	=	Club Social
leisure,sports_centre,ocio	=	centro deportivo
leisure,sports_hall,ocio	=	pabellón de deportes
leisure,stadium,ocio	=	estadio
leisure,summer_camp,tiempo libre	=	campamento de verano
leisure,sunbathing,tiempo libre	=	broncearse
leisure,swimming_area,tiempo libre	=	zona de baño
leisure,swimming_pool,ocio	=	piscina
leisure,table_tennis_table,tiempo libre	=	mesa de tennis
leisure,tanning_salon,tiempo libre	=	Salón de bronceado
leisure,track,ocio	=	pista
leisure,trampoline_park,tiempo libre	=	parque de trampolines
leisure,turkish_bath,tiempo libre	=	baño turco
leisure,video_arcade,tiempo libre	=	sala de videojuegos
leisure,village_swing,tiempo libre	=	columpio del pueblo
leisure,water_park,ocio	=	parque acuatico
leisure,wellness,tiempo libre	=	bienestar
leisure,wildlife_hide,tiempo libre	=	escondite de vida silvestre
level,5,nivel=5
level,-1;0,nivel=-1;0
level,*,nivel	=	*
level,0;-1,nivel=0;-1
level,0;1,nivel=0;1
level_crossing,automatic_barrier,paso a nivel	=	barrera automatica
level_crossing,traffic_signals,paso a nivel	=	Señales de tráfico
level_crossing,uncontrolled,paso a nivel	=	sin control
level:ref,0,nivel:ref=0
level:ref,1,nivel: referencia	=	*
level:ref,2,nivel: referencia	=	*
levels,1,niveles    1
liaison,liaison_office,enlace	=	oficina de Enlace
liaison,representative_office,enlace	=	Oficina representativa
liaison,subnational,enlace	=	subnacional
lifeguard,base,Salvavidas	=	base
lifeguard,tower,Salvavidas	=	torre
lift_gate:type,single,puerta_de impulso:tipo=aviación
light_source,aviation,de_fuente=ligera sola
light_source,lantern,fuente de luz	=	linterna
light:aviation,taxiway_centre,luz:aviación=taxiway_luz
light:colour,blue,de centro:color=luz
light:colour,green,azul:color=luz
light:colour,orange,color claro	=	naranja
light:colour,white,color claro	=	blanco
light:count,1,luz: cuenta	=	*
light:count,2,luz: cuenta	=	*
light:lit,dusk-dawn,Luz encendida	=	amanecer
light:lit,sunset-sunrise,Luz encendida	=	Atardecer Amanecer
light:method,discharge,luz:método	=	descarga
light:method,electric,luz:método	=	eléctrico
light:method,fluorescent,luz:método	=	fluorescente
light:method,high_pressure_sodium,luz:método	=	sodio de alta presión
light:method,LED,luz:método	=	DIRIGIÓ
light:method,sodium,luz:método	=	sodio
light:power,100 W,verde:poder=100 W
light:shape,cylindrical,luz:forma	=	cilíndrico
light:shape,directed,luz:forma	=	dirigido
light:tilt,-90,luz: inclinación	=	*
line,bay,línea	=	bahía
line,busbar,línea	=	barra colectora
line,substation,línea	=	subestación
line_arrangement,horizontal,horizontal_de=arreglo de la línea
line_attachment,anchor,línea_adjunto	=	ancla
line_attachment,pin,línea_adjunto	=	alfiler
line_attachment,pulley,archivo adjunto de línea	=	polea
line_attachment,suspension,línea_adjunto	=	suspensión
line_management,branch,manejo de linea	=	rama
line_management,cross,manejo de linea	=	cruzar
line_management,split,manejo de linea	=	separar
line_management,straight,manejo de linea	=	directo
line_management,termination,manejo de linea	=	terminación
line_management,transition,manejo de linea	=	transición
line_management,transpose,manejo de linea	=	transponer
lines,phone,líneas	=	teléfono
LINZ:dataset,mainland,LINZ:conjunto de datos	=	continente
LINZ:layer,cliff_edge,LINZ:capa	=	borde del acantilado
LINZ:layer,drain_cl,LINZ:capa	=	drenaje_cl
LINZ:layer,exotic_poly,LINZ:capa	=	exotic_poly
LINZ:layer,lake_poly,LINZ:capa	=	lago_poly
LINZ:layer,native_poly,LINZ:capa	=	nativo_poli
LINZ:layer,river_cl,LINZ:capa	=	río_cl
LINZ:layer,scattered_scrub_poly,LINZ:capa	=	dispersos_scrub_poly
LINZ:layer,scrub_poly,LINZ:capa	=	Scrub_poly
LINZ:layer,swamp_poly,LINZ:capa	=	pantano_poly
LINZ:layer,track_cl,LINZ:capa	=	pista_cl
LINZ:layer,tree_pnt,LINZ:capa	=	árbol_pnt
LINZ:reviewed,no,LINZ:revisado=ninguna
LINZ:source_version,2012-06-06,LINZ:versión_fuente	=	*
LINZ:source_version,V16,LINZ:versión_fuente	=	V16
LINZ2OSM:dataset,kx_wellington_city_council,LINZ2OSM: conjunto de datos	=	kx_wellington_city_consejo
LINZ2OSM:layer,ac_buildings,LINZ2OSM:capa	=	ac_edificios
LINZ2OSM:layer,wcc_buildings,LINZ2OSM:capa	=	wcc_edificios
LINZ2OSM:source_version,2015-02-02,LINZ2OSM:versión_fuente	=	*
LINZ2OSM:source_version,2015-04-13,LINZ2OSM:versión_fuente	=	*
listed_status,Grade II,Nota_de=estado listada II
listed_status,Grade_I,estado listado	=	Grado I
listed_status,Grade_II,listado_estado	=	Grado_II
lit,24/07/23,iluminado	=	*
lit,24/7,iluminado	=	24/07/25
lit,automatic,iluminado	=	automático
lit,disused,iluminado	=	en desuso
lit,dusk-dawn,iluminado	=	amanecer
lit,interval,iluminado	=	intervalo
lit,limited,iluminado	=	limitado
lit,no,iluminado	=	no
lit,"sunset-00:00,05:00-sunrise_UTC","iluminado	=	atardecer-00:00,05:00-amanecer_UTC"
lit,sunset-sunrise,iluminado	=	Atardecer Amanecer
lit:perceived,colorless,encendido: percibido	=	incoloro
lit:perceived,daylike,encendido: percibido	=	diurno
lit:perceived,good,encendido: percibido	=	bueno
lit:perceived,minimal,encendido: percibido	=	mínimo
lit:perceived,none,encendido: percibido	=	ninguno
lit:perceived,poor,encendido: percibido	=	pobre
loading_gauge,GB,indicador_de_carga	=	ES
loading_gauge,GC,indicador_de_carga	=	CG
loading_gauge,TSI_GA,cargando_gauge=TSI_GA
loading_gauge,TSI_GB,cargando_gauge=TSI_GB
loading_gauge,TSI_GB1,cargando_gauge=TSI_GB1
loading_gauge,TSI_GC,cargando_gauge=TSI_GC
local_authority:IN,gram_panchayat,autoridad_local:IN	=	gram_panchayat
local_ref,1,local_ref=1
local_ref,2,local_ref	=	*
local_ref,A,local_ref=Un
local_ref,B,lugareño_ref=B
locality,subtownland,localidad	=	suburbio
locality,townland,localidad	=	ciudad
location,bridge,localización	=	puente
location,cave,localización	=	cueva
location,ground,localización	=	terrestre
location,indoor,ubicación	=	interior
location,kiosk,localización	=	quiosco
location,outdoor,ubicación	=	exterior
location,overground,ubicación	=	de superficie
location,overhead,ubicación	=	gastos generales
location,pavement,localización	=	pavimento
location,platform,localización	=	plataforma
location,pole,localización	=	polo
location,roof,ubicación	=	techo
location,rooftop,localización	=	techo
location,surface,ubicación	=	superficie
location,tunnel,localización	=	túnel
location,underground,ubicación	=	bajo tierra
location,underwater,localización	=	submarino
location:accuracy,1.5,ubicación: precisión	=	*
location:accuracy,2.5,ubicación: precisión	=	*
lockable,no,bloqueable	=	no
locked,no,bloqueado	=	no
logistics,aerospace,logística	=	aeroespacial
logistics,hgv,logística	=	vhg
logistics,railway,logística	=	ferrocarril
logistics,spaceflight,logística	=	vuelo espacial
luminous,no,luminoso	=	no
maintenance,gritting,mantenimiento	=	arenilla
maintenance,salting,mantenimiento	=	salazón
man_made,adit,artificial	=	entrada
man_made,advertising,artificial	=	publicidad
man_made,animal_trap,hecho por el hombre	=	trampa para animales
man_made,antenna,artificial	=	antena
man_made,archimedes_screw,hecho por el hombre	=	tornillo de Arquímedes
man_made,architecture_line,hecho por el hombre	=	línea de arquitectura
man_made,avalanche_protection,artificial	=	protección_avalancha
man_made,basin,artificial	=	cuenca
man_made,beacon,artificial	=	Faro
man_made,beam,artificial	=	haz
man_made,beehive,hecho por el hombre	=	Colmena
man_made,bioreactor,hecho por el hombre	=	biorreactor
man_made,bioswale,artificial	=	canal biologico
man_made,bird_feeder,hecho por el hombre	=	comedero para pájaros
man_made,borehole,artificial	=	pozo
man_made,breakwater,artificial	=	rompeolas
man_made,bridge,artificial	=	puente
man_made,bunker_silo,artificial	=	búnker_silo
man_made,buoy,hecho por el hombre	=	boya
man_made,cairn,artificial	=	mojón
man_made,campanile,hecho por el hombre	=	campanario
man_made,canopy,artificial	=	pabellón
man_made,carpet_hanger,hecho por el hombre	=	colgador de alfombras
man_made,cellar_entrance,artificial	=	entrada_bodega
man_made,ceremonial_gate,el hombre_hizo=ceremonial_hombre
man_made,charge_point,de puerta_hombre=de_punto
man_made,chiller,artificial	=	enfriador
man_made,chimney,artificial	=	Chimenea
man_made,chute_block,hecho por el hombre	=	bloque de rampa
man_made,clarifier,hecho por el hombre	=	clarificador
man_made,clearcut,artificial	=	claro
man_made,column,artificial	=	columna
man_made,communications_tower,artificial	=	torre_de_comunicaciones
man_made,compass_rose,hecho por el hombre	=	Rosa de los vientos
man_made,cooling,artificial	=	enfriamiento
man_made,cooling_tower,artificial	=	Torre de enfriamiento
man_made,courtyard,artificial = patio | claustro
man_made,crane,artificial	=	grua
man_made,cricket_nets,hecho por el hombre	=	redes de cricket
man_made,cross,artificial	=	cruz
man_made,cut_line,hecho por el hombre	=	línea de corte
man_made,cutline,artificial	=	línea de corte
man_made,desalination_plant,hecho por el hombre	=	planta desalinizadora
man_made,dike,hecho por el hombre	=	dique
man_made,dolphin,artificial	=	delfín
man_made,dovecote,artificial	=	palomar
man_made,drinking_fountain,hecho por el hombre	=	bebedero
man_made,dyke,artificial	=	dique
man_made,embankment,artificial	=	terraplén
man_made,excavation,artificial	=	excavación
man_made,ferry_cable,hecho por el hombre	=	transbordador
man_made,flagpole,artificial	=	asta de bandera
man_made,flare,artificial	=	llamarada
man_made,floating_storage,hecho por el hombre	=	almacenamiento flotante
man_made,footwear_decontamination,hecho por el hombre	=	descontaminación de calzado
man_made,frost_fan,hecho por el hombre	=	ventilador de escarcha
man_made,fuel_column,hecho por el hombre	=	columna de combustible
man_made,funding_sign,hecho por el hombre	=	señal de financiación
man_made,gantry,artificial	=	portal
man_made,gas_well,artificial	=	pozo_de_gas
man_made,gasometer,artificial	=	gasómetro
man_made,geoglyph,artificial	=	geoglifo
man_made,goods_conveyor,artificial	=	transportador de mercancías
man_made,graduation_tower,hecho por el hombre	=	torre de graduación
man_made,ground_station,hecho por el hombre	=	estación terrestre
man_made,groyne,artificial	=	rompeolas
man_made,guard_stone,hecho por el hombre	=	piedra de guardia
man_made,guy,hecho por el hombre	=	chico
man_made,guy_insulator,hecho por el hombre	=	tipo aislante
man_made,guy_wire,hecho por el hombre	=	alambre tipo
man_made,handpump,artificial	=	bomba de mano
man_made,heap,artificial	=	montón
man_made,hongsalmun,hecho por el hombre	=	hongsalmun
man_made,hot_water_tank,hecho por el hombre	=	tanque de agua caliente
man_made,hunting_stand,hecho por el hombre	=	puesto de caza
man_made,ice_house,hecho por el hombre	=	casa de hielo
man_made,insect_hotel,artificial	=	insecto_hotel
man_made,jetty,hecho por el hombre	=	embarcadero
man_made,kiln,artificial	=	horno
man_made,lamp,artificial	=	lámpara
man_made,launch_pad,hecho por el hombre	=	plataforma de lanzamiento
man_made,levee,hecho por el hombre	=	dique
man_made,lighthouse,artificial	=	faro
man_made,manhole,artificial	=	agujero de hombre
man_made,marsh_terrace,de cargo hecho_hombre=de_terraza
man_made,mast,artificial	=	mástil
man_made,maypole,artificial	=	mayo
man_made,MDF,artificial	=	MDF
man_made,measurement_station,hecho por el hombre	=	estación de medición
man_made,meridian_marker,hecho por el hombre	=	marcador de meridiano
man_made,mine,artificial	=	mía
man_made,mineshaft,artificial	=	pozo de mina
man_made,monitoring_station,artificial	=	estación_de_monitoreo
man_made,mound,artificial	=	montículo
man_made,mountaineers_mailbox,hecho por el hombre	=	buzón de montañeros
man_made,mounting_block,hecho por el hombre	=	bloque de montaje
man_made,mussel_raft,artificial	=	balsa_de_mejillones
man_made,Nesting_site,hecho por el hombre	=	Sitio de anidación
man_made,obelisk,artificial	=	obelisco
man_made,observatory,artificial	=	observatorio
man_made,offshore_platform,artificial	=	plataforma marina
man_made,oil_gas_separator,hecho por el hombre	=	separador de gas de aceite
man_made,oil_well,artificial	=	pozo de petróleo
man_made,outfall,hecho por el hombre	=	desagüe
man_made,oxidation_ditch,hecho por el hombre	=	zanja de oxidación
man_made,paifang,hecho por el hombre	=	paifang
man_made,petroleum_well,artificial	=	pozo_de_petroleo
man_made,pier,artificial	=	muelle
man_made,pillar,hecho por el hombre	=	pilar
man_made,pipeline,artificial	=	tubería
man_made,planter,artificial	=	plantador
man_made,polder,hecho por el hombre	=	pólder
man_made,pole,artificial	=	polo
man_made,pond,de pantano hecho_hizo=pond
man_made,power_hydro,hecho por el hombre	=	energía hidroeléctrica
man_made,power_nuclear,hecho por el hombre	=	energía nuclear
man_made,power_wind,hecho por el hombre	=	energía eólica
man_made,pump,hecho por el hombre	=	bomba
man_made,pumping_rig,artificial	=	plataforma_de_bombeo
man_made,pumping_station,artificial	=	gasolinera
man_made,qanat,hecho por el hombre	=	qanat
man_made,quay,artificial	=	muelle
man_made,reinforced_slope,artificial	=	pendiente_reforzada
man_made,reservoir,artificial	=	reservorio
man_made,reservoir_covered,artificial	=	embalse_cubierto
man_made,satellite_dish,artificial	=	antena parabólica
man_made,school_sentry,hecho por el hombre	=	centinela de la escuela
man_made,septic_tank,hecho por el hombre	=	tanque séptico
man_made,sewage,hecho por el hombre	=	aguas residuales
man_made,silo,artificial	=	silo
man_made,ski_jump,hecho por el hombre	=	salto con esquís
man_made,slurry_basin,hecho por el hombre	=	cuenca de lodos
man_made,snow_cannon,artificial	=	cañón_de_nieve
man_made,snow_fence,artificial	=	valla para nieves
man_made,snow_net,hecho por el hombre	=	red de nieve
man_made,spoil_heap,artificial	=	spoil_heap
man_made,spring_box,hecho por el hombre	=	caja de resorte
man_made,stele,artificial	=	estela
man_made,storage_tank,artificial	=	tanque de almacenamiento
man_made,street_cabinet,artificial	=	calle_gabinete
man_made,stupa,hecho por el hombre	=	estupa
man_made,submarine_cable,hecho por el hombre	=	cable submarino
man_made,summit_cross,hecho por el hombre	=	cruz de la cumbre
man_made,surveillance,artificial	=	vigilancia
man_made,survey_point,artificial	=	punto_encuesta
man_made,tailings_pond,hecho por el hombre	=	estanque de relaves
man_made,tank,artificial	=	tanque
man_made,tar_kiln,artificial	=	tar_kiln
man_made,telephone_box,artificial	=	cabina telefónica
man_made,telephone_exchange,hecho por el hombre	=	central telefónica
man_made,telephone_office,artificial	=	teléfono_oficina
man_made,telescope,artificial	=	telescopio
man_made,tell,hecho por el hombre	=	contar
man_made,threshing_floor,artificial	=	trilla
man_made,tomb,hecho por el hombre	=	tumba
man_made,tombstone,hecho por el hombre	=	lápida sepulcral
man_made,torii,artificial	=	Torii
man_made,tower,artificial	=	torre
man_made,tunnel,artificial	=	túnel
man_made,utility_pole,artificial	=	poste de electricidad
man_made,ventilation_shaft,artificial	=	ducto de ventilación
man_made,video_wall,hecho por el hombre	=	pared de video
man_made,wastewater_basin,hecho por el hombre	=	cuenca de aguas residuales
man_made,wastewater_plant,artificial	=	planta_de_aguas_residuales
man_made,water_canal,artificial	=	canal_de_agua
man_made,water_tank,artificial	=	depósito de agua
man_made,water_tap,artificial	=	grifo de agua
man_made,water_tower,artificial	=	Torre de agua
man_made,water_well,artificial	=	Pozo
man_made,water_works,artificial	=	abastecimiento
man_made,watermill,artificial	=	molino de agua
man_made,waterway,artificial	=	camino acuático
man_made,well,hecho por el hombre	=	bien
man_made,wildlife_crossing,artificial	=	vida silvestre_cruzando
man_made,wildlife_opening,hecho por el hombre	=	apertura de vida silvestre
man_made,windmill,artificial	=	molino
man_made,windpump,artificial	=	aerobomba
man_made,works,artificial	=	obras
managed,no,administrado	=	no
manhole,drain,agujero de hombre	=	fuga
manhole,sewer,agujero de hombre	=	alcantarillado
manhole,telecom,agujero de hombre	=	telecomunicaciones
manufacturer,Enercon,fabricante=Enercon
manufacturer,Flock Safety,fabricante=de Seguridad
manufacturer,GE,fabricante	=	GE
manufacturer,Siemens,de Rebaño de fabricante=fabricante
manufacturer,Vestas,fabricante	=	Vestas
manufacturer:wikidata,Q108485435,de Siemens:wikidata=Q108485435
map_size,city,ciudad_de=medida del mapa
map_size,region,Tamaño de mapa	=	región
map_size,site,Tamaño de mapa	=	sitio
map_type,scheme,tipo de mapa	=	esquema
map_type,street,tipo de mapa	=	calle
map_type,topo,tipo de mapa	=	topo
mapper,mspray9,mapeador	=	mspray9
marker,aerial,marcador	=	aéreo
marker,ground,marcador	=	terrestre
marker,paddle,marcador	=	paleta
marker,pedestal,marcador	=	pedestal
marker,plate,marcador	=	placa
marker,post,marcador	=	correo
marker,stone,marcador	=	piedra
massage,thai,masaje	=	tailandés
massgis:DCAM_ID,0,massgis:DCAM_ID=0
massgis:DEED_ACRES,0.00000000,massgis:ACRES_de ACCIÓN=0.00000000
massgis:EOEAINVOLV,0,massgis:EOEAINVOLV=0
massgis:FY_FUNDING,0,massgis:FY_FINANCIACIÓN=0
massgis:IT_VALC,WS1,massgis:ÉL_VALC=WS1
massgis:IT_VALDESC,WOODED SWAMP DECIDUOUS,massgis:ÉL_VALDESC=WOODED la CIÉNAGA CADUCIFOLIA
massgis:LEV_PROT,P,massgis:LEV_PROT=P
massgis:OS_DEED_BO,0,massgis:OS_ACCIÓN_BO=0
massgis:OS_DEED_PA,0,massgis:OS_ACCIÓN_PA=0
massgis:PALIS_ID,0,massgis:PALIS_ID=0
massgis:POLY_CODE,3,massgis:POLY_CÓDIGO=3
massgis:SOURCE,DEP-WCP,massgis:FUENTE=DEP-WCP
massgis:SOURCE_SCA,12000,massgis:FUENTE_SCA=12000
massgis:WETCODE,14,massgis:WETCODE	=	*
material,adobe,material	=	adobe
material,aluminium,material	=	aluminio
material,andesite,material	=	andesita
material,brass,material	=	latón
material,brick,material	=	ladrillo
material,bronze,material	=	bronce
material,composite,material	=	compuesto
material,concrete,material	=	hormigón
material,dry_stone,material	=	piedra seca
material,earth,material	=	tierra
material,epoxy,material	=	epoxy
material,glass,material	=	vidrio
material,granite,material	=	granito
material,granite_stone,material	=	Piedra de granito
material,iron,material	=	planchar
material,light,material	=	ligero
material,limestone,material	=	caliza
material,marble,material	=	mármol
material,masonry,material	=	albañilería
material,metal,material	=	metal
material,metal;wood,material	=	metal;madera
material,paving_stones,material	=	adoquines
material,plastic,material	=	el plastico
material,reinforced_concrete,material	=	hormigón reforzado
material,rock,material	=	roca
material,sand,material	=	arena
material,sandstone,material	=	arenisca
material,soil,material	=	tierra
material,steel,material	=	acero
material,stone,material	=	piedra
material,wood,material	=	madera
material,wood;metal,material	=	madera;metal
max_age,11,max_edad=11
maxaxleload,10,maxaxleload	=	*
maxaxleload,11.5,maxaxleload	=	*
maxheight,*,Altura máxima	=	*
maxheight,4.5,maxheight=4.5
maxheight,below_default,maxheight=bajo_default
maxheight,default,Altura máxima	=	por defecto
maxheight:signed,no,maxheight:firmado=ningún
maxspeed,1,máxima velocidad	=	*
maxspeed,50,maxspeed=50
maxspeed,AT:rural,máxima velocidad	=	EN:rural
maxspeed,AT:urban,máxima velocidad	=	EN:urbano
maxspeed,BG:urban,máxima velocidad	=	BG:urbano
maxspeed,BY:urban,máxima velocidad	=	POR:urbano
maxspeed,CZ:urban,máxima velocidad	=	CZ:urbano
maxspeed,DE:rural,máxima velocidad	=	DE:rural
maxspeed,DE:urban,máxima velocidad	=	ES:urbano
maxspeed,ES:rural,máxima velocidad	=	ES: rural
maxspeed,ES:urban,máxima velocidad	=	ES:urbano
maxspeed,GR:urban,máxima velocidad	=	GR:urbano
maxspeed,implicit,máxima velocidad	=	implícito
maxspeed,IT:rural,máxima velocidad	=	TI:rural
maxspeed,IT:urban,máxima velocidad	=	TI:urbano
maxspeed,no,máxima velocidad	=	no
maxspeed,none,máxima velocidad	=	ninguna
maxspeed,RO:rural,máxima velocidad	=	RO:rural
maxspeed,RO:trunk,máxima velocidad	=	RO: tronco
maxspeed,RO:urban,máxima velocidad	=	RO:urbano
maxspeed,RS:urban,maxspeed=RS:urbano
maxspeed,RU:living_street,máxima velocidad	=	RU: calle_vivienda
maxspeed,RU:motorway,máxima velocidad	=	RU: autopista
maxspeed,RU:rural,máxima velocidad	=	RU:rural
maxspeed,RU:urban,máxima velocidad	=	RU:urbano
maxspeed,signals,máxima velocidad	=	señales
maxspeed,UA:rural,máxima velocidad	=	UA:rural
maxspeed,UA:urban,máxima velocidad	=	AU:urbano
maxspeed,walk,máxima velocidad	=	caminar
maxspeed:advisory,30,maxspeed:aconsejable=30
maxspeed:advisory,20 mph,maxspeed:aconsejable=20 mph
maxspeed:backward,50,maxspeed:hacia atrás	=	*
maxspeed:backward,70,maxspeed:hacia atrás	=	*
maxspeed:backward,80,maxspeed:backward=80
maxspeed:backward,90,maxspeed:hacia atrás	=	*
maxspeed:backward,100,maxspeed:hacia atrás	=	*
maxspeed:bus,70,velocidad máxima: autobús	=	*
maxspeed:bus,80,velocidad máxima: autobús	=	*
maxspeed:bus,100,maxspeed:autobús=100
maxspeed:forward,50,velocidad máxima: adelante	=	*
maxspeed:forward,70,velocidad máxima: adelante	=	*
maxspeed:forward,80,maxspeed:adelante=80
maxspeed:forward,90,velocidad máxima: adelante	=	*
maxspeed:forward,100,velocidad máxima: adelante	=	*
maxspeed:hgv,50,maxspeed:hgv=50
maxspeed:hgv,70,maxspeed:hgv=70
maxspeed:hgv,80,velocidad máxima: hgv	=	*
maxspeed:hgv,55 mph,maxspeed:hgv=55 mph
maxspeed:hgv,55_mph,velocidad máxima: hgv	=	*
maxspeed:hgv:conditional,90 @ (weight>=3.86),maxspeed:hgv:condicional=90 @ (peso>=3.86)
maxspeed:hgv:conditional,90_@_(weight<,maxspeed:hgv:condicional	=	*
maxspeed:hgv:conditional,90_@_(weight>,maxspeed:hgv:condicional	=	*
maxspeed:psv:conditional,90 @ (weight>=3.86),maxspeed:psv:condicional=90 @ (peso>=3.86)
maxspeed:psv:conditional,90_@_(weight>,maxspeed:psv:condicional	=	*
maxspeed:source,default residential speed limit in Australia,maxspeed:fuente=default límite de velocidad residencial en Australia
maxspeed:trailer,70,velocidad máxima: remolque	=	*
maxspeed:trailer,80,velocidad máxima: remolque	=	*
maxspeed:trailer,55 mph,maxspeed:trailer=55 mph
maxspeed:trailer,55_mph,velocidad máxima: remolque	=	*
maxspeed:type,DE:rural,velocidad máxima: tipo	=	DE:rural
maxspeed:type,DE:urban,velocidad máxima: tipo	=	ES:urbano
maxspeed:type,DE:zone30,velocidad máxima: tipo	=	DE:zone30
maxspeed:type,FR:urban,velocidad máxima: tipo	=	FR:urbano
maxspeed:type,FR:zone30,velocidad máxima: tipo	=	FR:zone30
maxspeed:type,GB:nsl_dual,velocidad máxima: tipo	=	GB: nsl_dual
maxspeed:type,GB:nsl_restricted,velocidad máxima: tipo	=	GB: nsl_restricted
maxspeed:type,GB:nsl_single,velocidad máxima: tipo	=	GB: nsl_single
maxspeed:type,PL:rural,velocidad máxima: tipo	=	PL:rural
maxspeed:type,PL:urban,velocidad máxima: tipo	=	PL:urbano
maxspeed:type,RO:urban,maxspeed:tipo=RO:urbano
maxspeed:type,sign,velocidad máxima: tipo	=	señal
maxstay,2 hours,maxstay=2 horas
maxstay,no,maxstay=ningún
maxstay,unlimited,maxstay=unlimited
maxweight,5,maxweight=5
maxweight,*,peso máximo	=	*
maxweight,44000 lbs,maxweight=44000 lbs
maxweight,7.5,maxweight=7.5
maxweight:conditional,none @ destination,maxweight:condicional=ninguno @ destino
maxweight:signed,no,peso máximo: firmado	=	no
maxweightrating:hgv,7.5,maxweightrating:hgv=7.5
maxweightrating:hgv:conditional,none @ destination,maxweightrating:hgv:condicional=ninguno @ destino
maxwidth,*,anchura máxima	=	*
MCC,268,MCC=268
meadow,agricultural,prado	=	agrícola
meadow,agriculture,prado	=	agricultura
meadow,meadow_orchard,prado	=	prado_huerto
meadow,paddock,prado	=	paddock
meadow,pasture,prado	=	pastar
meadow,transitional,prado	=	transicional
mechanical_coupling,nodding_donkey,acoplamiento mecánico	=	burro asintiendo
mechanical_driver,combustion_engine,conductor mecanico	=	motor de combustión
mechanical_driver,electric_motor,conductor mecanico	=	motor eléctrico
mechanical_driver,manual,conductor mecanico	=	manual
mechanical_driver,reciprocating_solenoid,conductor mecanico	=	solenoide alternativo
median,no,mediana	=	no
medical,aed,médico	=	aed
megalith_type,alignment,tipo de megalito	=	alineación
megalith_type,chamber,tipo de megalito	=	cámara
megalith_type,cist,tipo de megalito	=	tumba
megalith_type,dolmen,tipo de megalito	=	dolmen
megalith_type,gallery_grave,tipo de megalito	=	galería tumba
megalith_type,long_barrow,tipo de megalito	=	carretilla larga
megalith_type,menhir,tipo de megalito	=	menhir
megalith_type,nuraghe,tipo de megalito	=	nuraga
megalith_type,passage_grave,tipo de megalito	=	tumba de paso
megalith_type,ring_cairn,tipo de megalito	=	mojón de anillos
megalith_type,stone_circle,tipo de megalito	=	círculo de piedra
megalith_type,stone_ship,tipo de megalito	=	barco de piedra
megalith_type,tholos,tipo de megalito	=	tholos
megalith_type,well,tipo de megalito	=	bien
memorial,bench,monumento	=	mesa de trabajo
memorial,blue_plaque,monumento	=	placa_azul
memorial,bust,monumento	=	busto
memorial,cenotaph,monumento	=	cenotafio
memorial,cross,monumento	=	cruzar
memorial,flood_mark,monumento	=	marca de inundación
memorial,ghost_bike,monumento	=	bicicleta fantasma
memorial,khachkar,monumento	=	jachkar
memorial,memorial,monumento	=	monumento
memorial,obelisk,monumento	=	obelisco
memorial,plaque,monumento	=	placa
memorial,sculpture,monumento	=	escultura
memorial,statue,monumento	=	estatua
memorial,stele,monumento	=	estela
memorial,stolperstein,monumento	=	stolperstein
memorial,stone,monumento	=	piedra
memorial,storm_surge_post,monumento	=	puesto de marejada ciclónica
memorial,vehicle,monumento	=	vehículo
memorial,war_memorial,monumento	=	memorial_de_la_guerra
memorial:type,obelisk,memorial: tipo	=	obelisco
memorial:type,plaque,memorial:tipo	=	placa
memorial:type,plate,memorial: tipo	=	placa
memorial:type,statue,memorial: tipo	=	estatua
memorial:type,stele,memorial: tipo	=	estela
memorial:type,stolperstein,memorial: tipo	=	stolperstein
message,commercial,mensaje	=	comercial
message,funding,mensaje	=	fondos
metcouncil:dfz,N,metcouncil:dfz	=	norte
metcouncil:site_hfn,N,metcouncil:sitio_hfn	=	norte
metcouncil:sun_trips,0,metcouncil:sun_trips	=	*
metre_load,8,metro_carga=8
military,academy,militar	=	academia
