id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
mdb-1674,gtfs_rt,tu,US,Washington,Seattle,Seattle Children's Hospital Shuttle,,,,,mdb-270,https://api.goswift.ly/real-time/seattle-childrens/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,47.650082,47.678731,-122.317474,-122.256796,2024-02-08 00:52:31.371949+00:00,active,,,
mdb-1675,gtfs_rt,vp,US,Washington,Seattle,Seattle Children's Hospital Shuttle,,,,,mdb-270,https://api.goswift.ly/real-time/seattle-childrens/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,47.650082,47.678731,-122.317474,-122.256796,2024-02-08 00:52:31.371949+00:00,active,,,
mdb-1676,gtfs_rt,tu,US,Colorado,Adams County,Regional Transportation District (RTD),,,,,mdb-178,https://www.rtd-denver.com/files/gtfs-rt/TripUpdate.pb,0,,,,https://www.rtd-denver.com/business-center/open-spatial-data/gtfs-realtime-license-agreement,39.456877,40.206556,-105.584149,-104.669533,2026-01-06 00:38:35.145102+00:00,active,,,
mdb-1677,gtfs_rt,sa,US,Colorado,Adams County,Regional Transportation District (RTD),,,,,mdb-178,https://www.rtd-denver.com/files/gtfs-rt/Alerts.pb,0,,,,https://www.rtd-denver.com/business-center/open-spatial-data/gtfs-realtime-license-agreement,39.456877,40.206556,-105.584149,-104.669533,2026-01-06 00:38:35.145102+00:00,active,,,
mdb-1678,gtfs_rt,vp,US,Colorado,Adams County,Regional Transportation District (RTD),,,,,mdb-178,https://www.rtd-denver.com/files/gtfs-rt/VehiclePosition.pb,0,,,,https://www.rtd-denver.com/business-center/open-spatial-data/gtfs-realtime-license-agreement,39.456877,40.206556,-105.584149,-104.669533,2026-01-06 00:38:35.145102+00:00,active,,,
mdb-1679,gtfs_rt,tu,US,New Hampshire,Grafton County,Rural Community Transportation (RCT),,,,,mdb-448,https://api.goswift.ly/real-time/rct/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,44.141096561202,45.004295166893,-73.29892,-71.740874,2026-01-01 01:45:06.148742+00:00,active,,,
mdb-1680,gtfs_rt,vp,US,New Hampshire,Grafton County,Rural Community Transportation (RCT),,,,,mdb-448,https://api.goswift.ly/real-time/rct/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,44.141096561202,45.004295166893,-73.29892,-71.740874,2026-01-01 01:45:06.148742+00:00,active,,,
mdb-1681,gtfs_rt,tu,US,Minnesota,Anoka County,Metro Transit,,,,,mdb-205,https://svc.metrotransit.org/mtgtfs/tripupdates.pb,0,,,,https://svc.metrotransit.org,44.707082,45.32974,-93.73042,-92.805903,2026-01-04 01:30:53.230715+00:00,active,,,
mdb-1682,gtfs_rt,sa,US,Minnesota,Anoka County,Metro Transit,,,,,mdb-205,https://svc.metrotransit.org/mtgtfs/alerts.pb,0,,,,https://svc.metrotransit.org,44.707082,45.32974,-93.73042,-92.805903,2026-01-04 01:30:53.230715+00:00,active,,,
mdb-1683,gtfs_rt,vp,US,Minnesota,Anoka County,Metro Transit,,,,,mdb-205,https://svc.metrotransit.org/mtgtfs/vehiclepositions.pb,0,,,,https://svc.metrotransit.org,44.707082,45.32974,-93.73042,-92.805903,2026-01-04 01:30:53.230715+00:00,active,,,
mdb-1684,gtfs_rt,tu,US,Kansas,Johnson County,Kansas City Area Transportation Authority (KCATA),,,,,mdb-187,https://api.goswift.ly/real-time/kcata/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,38.881483,39.312604,-94.835239,-94.402623,2025-12-31 01:27:26.173714+00:00,active,,,
mdb-1685,gtfs_rt,vp,US,Kansas,Johnson County,Kansas City Area Transportation Authority (KCATA),,,,,mdb-187,https://api.goswift.ly/real-time/kcata/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,38.881483,39.312604,-94.835239,-94.402623,2025-12-31 01:27:26.173714+00:00,active,,,
mdb-1686,gtfs_rt,sa,TW,Taichung,,Taichung Bus Information System,,,,,mdb-1083,http://tcgtfs.maxwin.com.tw:18300/realtime-srv/v1.0/routes/101/realtime_pb2,0,,,,,,,,,,active,,,
mdb-1687,gtfs_rt,tu,US,California,Dublin,San Joaquin Regional Transit District (RTD),,,,,mdb-886,https://api.goswift.ly/real-time/san-joaquin/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,37.7027898,38.5800621,-121.8978378,-120.994762,2025-11-11 00:23:34.797278+00:00,active,,,
mdb-1688,gtfs_rt,vp,US,California,Dublin,San Joaquin Regional Transit District (RTD),,,,,mdb-886,https://api.goswift.ly/real-time/san-joaquin/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,37.7027898,38.5800621,-121.8978378,-120.994762,2025-11-11 00:23:34.797278+00:00,active,,,
mdb-1689,gtfs_rt,sa,US,California,,Thousand Oaks Transit,,,,,mdb-33,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/thousandoaks-ca-us/service_alerts.proto,0,,,,,34.021383769332,34.285345,-119.266906,-118.815668825,2024-07-15 00:01:13.609659+00:00,active,,,
mdb-1690,gtfs_rt,vp,CA,Ontario,Thunder Bay,Thunder Bay Transit,,,,,mdb-736,http://api.nextlift.ca/gtfs-realtime/vehicleupdates.pb,0,,,,,48.34626,48.47868,-89.38849,-89.182,2025-12-16 01:11:59.842904+00:00,active,,,
mdb-1691,gtfs_rt,sa,CA,Ontario,Thunder Bay,Thunder Bay Transit,,,,,mdb-736,http://api.nextlift.ca/gtfs-realtime/alerts.pb,0,,,,,48.34626,48.47868,-89.38849,-89.182,2025-12-16 01:11:59.842904+00:00,active,,,
mdb-1692,gtfs_rt,tu,CA,Ontario,Thunder Bay,Thunder Bay Transit,,,,,mdb-736,http://api.nextlift.ca/gtfs-realtime/tripupdates.pb,0,,,,,48.34626,48.47868,-89.38849,-89.182,2025-12-16 01:11:59.842904+00:00,active,,,
mdb-1693,gtfs_rt,tu,US,Kentucky,Fort Wright,Transit Authority of Northern Kentucky (TANK),,,,,mdb-367,http://66.42.202.74:89/api/tripupdates,0,,,,,,,,,,active,,,
mdb-1694,gtfs_rt,sa,US,Kentucky,Fort Wright,Transit Authority of Northern Kentucky (TANK),,,,,mdb-367,http://66.42.202.74:89/api/servicealerts,0,,,,,,,,,,active,,,
mdb-1695,gtfs_rt,vp,US,Kentucky,Fort Wright,Transit Authority of Northern Kentucky (TANK),,,,,mdb-367,http://66.42.202.74:89/api/vehiclepositions,0,,,,,,,,,,active,,,
mdb-1696,gtfs_rt,tu,US,Indiana,Clark County,Transit Authority of River City (TARC),,,,,mdb-364,http://gtfsrealtime.ridetarc.org/realtime/TripUpdate/TripUpdates.pb,0,,,,,38.095435,38.383245,-85.897127,-85.502994,2025-01-23 01:06:50.970850+00:00,deprecated,,mdb-2664,
mdb-1697,gtfs_rt,sa,US,Indiana,Clark County,Transit Authority of River City (TARC),,,,,mdb-364,http://gtfsrealtime.ridetarc.org/realtime/Alert/Alerts.pb,0,,,,,38.095435,38.383245,-85.897127,-85.502994,2025-01-23 01:06:50.970850+00:00,deprecated,,mdb-2663,
mdb-1698,gtfs_rt,vp,US,Kentucky,Jefferson County,Transit Authority of River City (TARC),,,,,mdb-364,http://gtfsrealtime.ridetarc.org/realtime/Vehicle/VehiclePositions.pb,0,,,,,38.095435,38.383245,-85.897127,-85.502994,2025-01-23 01:06:50.970850+00:00,deprecated,,mdb-2665,
mdb-1699,gtfs_rt,sa,AU,New South Wales,Tweed Shire Council,TransLink South East Queensland (TransLink SEQ),,,,,mdb-668,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts,0,,,,,-28.172196,-26.15939,152.124238,153.543374,2026-01-08 01:37:15.062062+00:00,active,,,
mdb-1700,gtfs_rt,vp,AU,New South Wales,Tweed Shire Council,TransLink South East Queensland (TransLink SEQ),,,,,mdb-668,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/VehiclePositions,0,,,,,-28.172196,-26.15939,152.124238,153.543374,2026-01-08 01:37:15.062062+00:00,active,,,
mdb-1701,gtfs_rt,tu,AU,New South Wales,Tweed Shire Council,TransLink South East Queensland (TransLink SEQ),,,,,mdb-668,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/TripUpdates,0,,,,,-28.172196,-26.15939,152.124238,153.543374,2026-01-08 01:37:15.062062+00:00,active,,,
mdb-1702,gtfs_rt,tu,AU,Queensland,Cairns Regional,TransLink Sunbus Cairns,,,,,mdb-674,https://gtfsrt.api.translink.com.au/api/realtime/CNS/TripUpdates,0,,,,https://translink.com.au/about-translink/open-data,-17.104064,-16.743567,145.663264,145.786494,2026-01-01 01:53:45.658561+00:00,active,,,
mdb-1703,gtfs_rt,sa,AU,Queensland,Cairns Regional,TransLink Sunbus Cairns,,,,,mdb-674,https://gtfsrt.api.translink.com.au/api/realtime/CNS/Alerts,0,,,,https://translink.com.au/about-translink/open-data,-17.104064,-16.743567,145.663264,145.786494,2026-01-01 01:53:45.658561+00:00,active,,,
mdb-1704,gtfs_rt,vp,AU,Queensland,Cairns Regional,TransLink Sunbus Cairns,,,,,mdb-674,https://gtfsrt.api.translink.com.au/api/realtime/CNS/VehiclePositions,0,,,,https://translink.com.au/about-translink/open-data,-17.104064,-16.743567,145.663264,145.786494,2026-01-01 01:53:45.658561+00:00,active,,,
mdb-1705,gtfs_rt,vp,CA,British Columbia,Anmore,TransLink Vancouver,,,,,mdb-696,https://gtfs.translink.ca/v2/gtfsposition,1,https://www.translink.ca/about-us/doing-business-with-translink/app-developer-resources/register,apikey,,https://developer.translink.ca/Home/TermsOfUse,49.004383,49.474111,-123.423063,-122.30486,2026-01-01 01:28:39.101704+00:00,active,,,
mdb-1706,gtfs_rt,sa,CA,British Columbia,Anmore,TransLink Vancouver,,,,,mdb-696,https://gtfs.translink.ca/v2/gtfsalerts,1,https://www.translink.ca/about-us/doing-business-with-translink/app-developer-resources/register,apikey,,https://developer.translink.ca/Home/TermsOfUse,49.004383,49.474111,-123.423063,-122.30486,2026-01-01 01:28:39.101704+00:00,active,,,
mdb-1707,gtfs_rt,tu,CA,British Columbia,Anmore,TransLink Vancouver,,,,,mdb-696,https://gtfs.translink.ca/v2/gtfsrealtime,1,https://www.translink.ca/about-us/doing-business-with-translink/app-developer-resources/register,apikey,,https://developer.translink.ca/Home/TermsOfUse,49.004383,49.474111,-123.423063,-122.30486,2026-01-01 01:28:39.101704+00:00,active,,,
mdb-1708,gtfs_rt,tu,US,Oregon,Beaverton,TriMet,,,,,mdb-247,http://developer.trimet.org/ws/V1/TripUpdate,1,https://developer.trimet.org/GTFS.shtml,AppID,,http://developer.trimet.org/terms_of_use.shtml,45.285216,45.637726,-123.115448,-122.333048,2026-01-02 01:56:11.914703+00:00,active,,,
mdb-1709,gtfs_rt,sa,US,Oregon,Beaverton,TriMet,,,,,mdb-247,http://developer.trimet.org/ws/V1/FeedSpecAlerts/,1,https://developer.trimet.org/GTFS.shtml,AppID,,http://developer.trimet.org/terms_of_use.shtml,45.285216,45.637726,-123.115448,-122.333048,2026-01-02 01:56:11.914703+00:00,active,,,
mdb-1710,gtfs_rt,vp,US,Oregon,Beaverton,TriMet,,,,,mdb-247,http://developer.trimet.org/ws/V1/VehiclePositions,1,https://developer.trimet.org/GTFS.shtml,AppID,,http://developer.trimet.org/terms_of_use.shtml,45.285216,45.637726,-123.115448,-122.333048,2026-01-02 01:56:11.914703+00:00,active,,,
mdb-1711,gtfs_rt,vp,US,Pennsylvania,Ambridge,Port Authority of Allegheny County,,Port Authority of Allegheny County Rail,,,mdb-409,http://truetime.portauthority.org/gtfsrt-train/vehicles,0,,,,https://www.portauthority.org/business-center/developer-resources/developer-license-agreement/,40.273078,40.667597,-80.249117,-79.70545,2025-10-18 01:27:36.479070+00:00,active,,,
mdb-1712,gtfs_rt,tu,US,Pennsylvania,Ambridge,Port Authority of Allegheny County,,Port Authority of Allegheny County Rail,,,mdb-409,http://truetime.portauthority.org/gtfsrt-train/trips,0,,,,https://www.portauthority.org/business-center/developer-resources/developer-license-agreement/,40.273078,40.667597,-80.249117,-79.70545,2025-10-18 01:27:36.479070+00:00,active,,,
mdb-1713,gtfs_rt,sa,US,Pennsylvania,Ambridge,Port Authority of Allegheny County,,Port Authority of Allegheny County Rail,,,mdb-409,http://truetime.portauthority.org/gtfsrt-train/alerts,0,,,,https://www.portauthority.org/business-center/developer-resources/developer-license-agreement/,40.273078,40.667597,-80.249117,-79.70545,2025-10-18 01:27:36.479070+00:00,active,,,
mdb-1714,gtfs_rt,vp,US,Pennsylvania,Ambridge,Port Authority of Allegheny County,,Port Authority of Allegheny County Bus,,,mdb-409,https://truetime.portauthority.org/gtfsrt-bus/vehicles,0,,,,https://www.portauthority.org/business-center/developer-resources/developer-license-agreement/,40.273078,40.667597,-80.249117,-79.70545,2025-10-18 01:27:36.479070+00:00,active,,,
mdb-1715,gtfs_rt,tu,US,Pennsylvania,Ambridge,Port Authority of Allegheny County,,Port Authority of Allegheny County Bus,,,mdb-409,https://truetime.portauthority.org/gtfsrt-bus/trips,0,,,,https://www.portauthority.org/business-center/developer-resources/developer-license-agreement/,40.273078,40.667597,-80.249117,-79.70545,2025-10-18 01:27:36.479070+00:00,active,,,
mdb-1716,gtfs_rt,sa,US,Pennsylvania,Ambridge,Port Authority of Allegheny County,,Port Authority of Allegheny County Bus,,,mdb-409,https://truetime.portauthority.org/gtfsrt-bus/alerts,0,,,,https://www.portauthority.org/business-center/developer-resources/developer-license-agreement/,40.273078,40.667597,-80.249117,-79.70545,2025-10-18 01:27:36.479070+00:00,active,,,
mdb-1717,gtfs_rt,vp,US,California,Stanislaus County,Turlock Transit,,,,,mdb-619,https://api.goswift.ly/real-time/turlock/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,37.47806104475514,37.551548,-120.905695,-120.798131436002,2025-11-25 00:50:44.301422+00:00,active,,,
mdb-1718,gtfs_rt,tu,US,California,Stanislaus County,Turlock Transit,,,,,mdb-619,https://api.goswift.ly/real-time/turlock/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,37.47806104475514,37.551548,-120.905695,-120.798131436002,2025-11-25 00:50:44.301422+00:00,active,,,
mdb-1719,gtfs_rt,sa,US,California,Stanislaus County,Turlock Transit,,,,,mdb-619,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/turlock-ca-us/service_alerts.proto,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,37.47806104475514,37.551548,-120.905695,-120.798131436002,2025-11-25 00:50:44.301422+00:00,active,,,
mdb-1720,gtfs_rt,tu,US,Arizona,Avondale,Valley Metro,,,,,mdb-147,https://app.mecatran.com/utw/ws/gtfsfeed/realtime/valleymetro?apiKey=4f22263f69671d7f49726c3011333e527368211f,0,,,,https://phoenixopendata.com/dataset/valley-metro-bus-schedule/resource/28ccc0a5-49c8-495c-b91f-193de5ce2cb7,32.372044,33.713671,-112.865676,-111.660913,2025-12-23 01:28:20.446726+00:00,active,,,
mdb-1721,gtfs_rt,sa,US,Arizona,Avondale,Valley Metro,,,,,mdb-147,https://app.mecatran.com/utw/ws/gtfsfeed/alerts/valleymetro?apiKey=4f22263f69671d7f49726c3011333e527368211f,0,,,,https://phoenixopendata.com/dataset/valley-metro-bus-schedule/resource/28ccc0a5-49c8-495c-b91f-193de5ce2cb7,32.372044,33.713671,-112.865676,-111.660913,2025-12-23 01:28:20.446726+00:00,active,,,
mdb-1722,gtfs_rt,vp,US,Arizona,Avondale,Valley Metro,,,,,mdb-147,https://app.mecatran.com/utw/ws/gtfsfeed/vehicles/valleymetro?apiKey=4f22263f69671d7f49726c3011333e527368211f,0,,,,https://phoenixopendata.com/dataset/valley-metro-bus-schedule/resource/28ccc0a5-49c8-495c-b91f-193de5ce2cb7,32.372044,33.713671,-112.865676,-111.660913,2025-12-23 01:28:20.446726+00:00,active,,,
mdb-1723,gtfs_rt,tu,US,New Hampshire,Hanover,MOOver!,,,,,mdb-434,https://api.goswift.ly/real-time/moover/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,42.7664048,43.704185,-73.1980097605743,-72.227364677934,2024-06-07 15:46:49.034460+00:00,active,,,
mdb-1724,gtfs_rt,vp,US,New Hampshire,Hanover,MOOver!,,,,,mdb-434,https://api.goswift.ly/real-time/moover/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,42.7664048,43.704185,-73.1980097605743,-72.227364677934,2024-06-07 15:46:49.034460+00:00,active,,,
mdb-1725,gtfs_rt,vp,US,District of Columbia,Washington,DC Streetcar,,,,,mdb-487,https://api.goswift.ly/real-time/dc-streetcar/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,38.897421983202,38.90030625,-77.00466218,-76.9667291977875,2024-02-08 00:53:54.858850+00:00,active,,,
mdb-1726,gtfs_rt,sa,US,District of Columbia,Washington,DC Streetcar,,,,,mdb-487,https://api.goswift.ly/real-time/dc-streetcar/gtfs-rt-alerts/,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,38.897421983202,38.90030625,-77.00466218,-76.9667291977875,2024-02-08 00:53:54.858850+00:00,active,,,
mdb-1727,gtfs_rt,tu,US,District of Columbia,Washington,DC Streetcar,,,,,mdb-487,https://api.goswift.ly/real-time/dc-streetcar/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,38.897421983202,38.90030625,-77.00466218,-76.9667291977875,2024-02-08 00:53:54.858850+00:00,active,,,
mdb-1728,gtfs_rt,vp,US,California,Avalon,Avalon Transit,,,,,mdb-12,https://api.goswift.ly/real-time/avalon/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,33.3265468093768,33.35083600387301,-118.340356050519,-118.32185964799,2024-03-11 00:30:09.748465+00:00,active,,,
mdb-1729,gtfs_rt,tu,US,California,Avalon,Avalon Transit,,,,,mdb-12,https://api.goswift.ly/real-time/avalon/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,33.3265468093768,33.35083600387301,-118.340356050519,-118.32185964799,2024-03-11 00:30:09.748465+00:00,active,,,
mdb-1730,gtfs_rt,tu,US,Colorado,Adams County,Via Mobility,,,,,mdb-180,https://api.goswift.ly/real-time/via/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,39.72608370047456,40.378722,-105.594805,-104.60716572224403,2024-07-01 00:07:08.692100+00:00,deprecated,,mdb-2397,
mdb-1731,gtfs_rt,sa,US,Colorado,Adams County,Via Mobility,,,,,mdb-180,https://api.goswift.ly/real-time/via/gtfs-rt-alerts,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,39.72608370047456,40.378722,-105.594805,-104.60716572224403,2024-07-01 00:07:08.692100+00:00,deprecated,,mdb-2396,
mdb-1732,gtfs_rt,vp,US,Colorado,Boulder County,Via Mobility,,,,,mdb-180,https://api.goswift.ly/real-time/via/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,39.72608370047456,40.378722,-105.594805,-104.60716572224403,2024-07-01 00:07:08.692100+00:00,deprecated,,mdb-2398,
mdb-1733,gtfs_rt,tu,US,District of Columbia,Washington,Virginia Railway Express,,,,,mdb-478,http://www.vre.org/gtfs-realtime/TripUpdateFeed,0,,,,,38.22099,38.89955,-77.52548,-77.00472,2024-06-24 00:23:33.687424+00:00,active,,,
mdb-1734,gtfs_rt,vp,US,Virginia,Fairfax County,Virginia Railway Express,,,,,mdb-478,http://www.vre.org/gtfs-realtime/VehiclePositionFeed,0,,,,,38.22099,38.89955,-77.52548,-77.00472,2024-06-24 00:23:33.687424+00:00,active,,,
mdb-1735,gtfs_rt,tu,US,South Carolina,Berkeley County,Charleston Area Regional Transportation Authority,,,,,mdb-352,https://api.goswift.ly/real-time/bcdcog/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,32.569305235571,33.581350752655,-80.57393424893417,-79.4640023086412,2025-12-31 00:37:52.148618+00:00,active,,,
mdb-1736,gtfs_rt,sa,US,South Carolina,Berkeley County,Charleston Area Regional Transportation Authority,,,,,mdb-352,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/carta-sc-us/service_alerts.proto,0,,,,,32.569305235571,33.581350752655,-80.57393424893417,-79.4640023086412,2025-12-31 00:37:52.148618+00:00,active,,,
mdb-1737,gtfs_rt,vp,US,South Carolina,Berkeley County,Charleston Area Regional Transportation Authority,,,,,mdb-352,https://api.goswift.ly/real-time/bcdcog/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,32.569305235571,33.581350752655,-80.57393424893417,-79.4640023086412,2025-12-31 00:37:52.148618+00:00,active,,,
mdb-1738,gtfs_rt,tu,US,Florida,Broward County,Miami Dade Transit,,,,,mdb-331,https://api.goswift.ly/real-time/miami/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,24.71614,25.97375,-81.075723,-80.120181,2025-12-20 00:50:40.331494+00:00,active,,,
mdb-1739,gtfs_rt,vp,US,Florida,Broward County,Miami Dade Transit,,,,,mdb-331,https://api.goswift.ly/real-time/miami/gtfs-rt-vehicle-positions/,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,24.71614,25.97375,-81.075723,-80.120181,2025-12-20 00:50:40.331494+00:00,active,,,
mdb-1740,gtfs_rt,vp,US,Florida,Daytona Beach,Votran,,,,,mdb-349,http://realtimevotran.availtec.com/infopoint/GTFS-Realtime.ashx?&Type=VehiclePosition,0,,,,http://www.votran.org/about-us/data.stml,28.856002,29.383995,-81.506774,-80.847351,2025-11-28 01:16:05.983528+00:00,active,,,
mdb-1741,gtfs_rt,tu,US,Florida,Daytona Beach,Votran,,,,,mdb-349,http://realtimevotran.availtec.com/infopoint/GTFS-Realtime.ashx?&Type=TripUpdate,0,,,,http://www.votran.org/about-us/data.stml,28.856002,29.383995,-81.506774,-80.847351,2025-11-28 01:16:05.983528+00:00,active,,,
mdb-1742,gtfs_rt,tu,US,California,Los Gatos,Santa Clara Valley Transportation Authority (VTA),,,,,mdb-57,https://api.goswift.ly/real-time/vta/gtfs-rt-trip-updates/,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,36.974922,37.458086,-122.173639,-121.549029,2026-01-07 00:39:47.179695+00:00,active,,,
mdb-1743,gtfs_rt,vp,US,California,Los Gatos,Santa Clara Valley Transportation Authority (VTA),,,,,mdb-57,https://api.goswift.ly/real-time/vta/gtfs-rt-vehicle-positions/,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,36.974922,37.458086,-122.173639,-121.549029,2026-01-07 00:39:47.179695+00:00,active,,,
mdb-1744,gtfs_rt,tu,US,Oregon,Multnomah County,Washington Park Shuttle,,,,,mdb-254,https://api.goswift.ly/real-time/washington-park/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,45.510506,45.523319237,-122.716929754,-122.700742129,2025-12-13 00:35:50.476770+00:00,active,,,
mdb-1745,gtfs_rt,sa,US,Oregon,Multnomah County,Washington Park Shuttle,,,,,mdb-254,http://gtfs-realtime.trilliumtransit.com/gtfs-realtime/feed/washingtonparkshuttle-or-us/service_alerts.proto,0,,,,,45.510506,45.523319237,-122.716929754,-122.700742129,2025-12-13 00:35:50.476770+00:00,active,,,
mdb-1746,gtfs_rt,vp,US,Oregon,Multnomah County,Washington Park Shuttle,,,,,mdb-254,https://api.goswift.ly/real-time/washington-park/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,45.510506,45.523319237,-122.716929754,-122.700742129,2025-12-13 00:35:50.476770+00:00,active,,,
mdb-1747,gtfs_rt,tu,US,Virginia,James City County,Williamsburg Area Transit Authority (WATA),,,,,mdb-474,https://api.goswift.ly/real-time/wata/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,37.12041,37.41068,-76.82154,-76.456,2024-02-08 00:54:57.621874+00:00,active,,,
mdb-1748,gtfs_rt,vp,US,Virginia,James City County,Williamsburg Area Transit Authority (WATA),,,,,mdb-474,https://api.goswift.ly/real-time/wata/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,37.12041,37.41068,-76.82154,-76.456,2024-02-08 00:54:57.621874+00:00,active,,,
mdb-1749,gtfs_rt,tu,CA,Ontario,Aurora,York Region Transit,,,,,mdb-728,http://rtu.york.ca/gtfsrealtime/TripUpdates,0,,,,,43.729119,44.32131,-79.659397,-79.212178,2026-01-05 01:31:16.306705+00:00,active,,,
mdb-1750,gtfs_rt,vp,CA,Ontario,Aurora,York Region Transit,,,,,mdb-728,http://rtu.york.ca/gtfsrealtime/VehiclePositions,0,,,,,43.729119,44.32131,-79.659397,-79.212178,2026-01-05 01:31:16.306705+00:00,active,,,
mdb-1751,gtfs_rt,vp,US,Oregon,Albany,Linn Shuttle,,,,,mdb-137,https://api.goswift.ly/real-time/ocwcog-linn-shuttle/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,44.348301,44.63919102057864,-123.11415063888512,-121.996021,2025-11-20 00:00:29.323634+00:00,active,,,
mdb-1752,gtfs_rt,tu,US,Oregon,Albany,Linn Shuttle,,,,,mdb-137,https://api.goswift.ly/real-time/ocwcog-linn-shuttle/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,44.348301,44.63919102057864,-123.11415063888512,-121.996021,2025-11-20 00:00:29.323634+00:00,active,,,
mdb-1753,gtfs_rt,vp,US,New Hampshire,Hanover,Tri-Valley Transit,,,,,mdb-852,https://api.goswift.ly/real-time/trivalleytransit/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,43.58636158067012,44.480722,-73.345019,-72.023504,2025-08-30 01:23:56.957993+00:00,active,,,
mdb-1754,gtfs_rt,tu,US,New Hampshire,Hanover,Tri-Valley Transit,,,,,mdb-852,https://api.goswift.ly/real-time/trivalleytransit/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,43.58636158067012,44.480722,-73.345019,-72.023504,2025-08-30 01:23:56.957993+00:00,active,,,
